Power (mW)	Time (sek)
0.656280841	0.11682343482971191
0.6562199559999999	0.11682343482971191
0.6561375340000001	0.11682343482971191
0.65606623	0.11682343482971191
0.6559733879999999	0.11682343482971191
0.655889686	0.11682343482971191
0.6558202439999999	0.11682343482971191
0.655694283	0.11682343482971191
0.655673794	0.11682343482971191
0.655682699	0.11682343482971191
0.655792828	0.11682343482971191
0.656181131	0.11682343482971191
0.656953373	0.11682343482971191
0.657104363	0.11682343482971191
0.656263554	0.11682343482971191
0.6554425340000001	0.11682343482971191
0.655429554	0.11682343482971191
0.655815355	0.11682343482971191
0.6561094780000001	0.11682343482971191
0.655526179	0.11682343482971191
0.6547041699999999	0.11682343482971191
0.6547544040000001	0.11682343482971191
0.655316631	0.11682343482971191
0.6555656440000001	0.11682343482971191
0.655720767	0.11682343482971191
0.655788754	0.11682343482971191
0.656142365	0.11682343482971191
0.656752847	0.11682343482971191
0.657130557	0.11682343482971191
0.656907912	0.11682343482971191
0.6566661180000001	0.11682343482971191
0.656558434	0.11682343482971191
0.6565791550000001	0.11682343482971191
0.656623801	0.11682343482971191
0.6564346839999999	0.11682343482971191
0.656155345	0.11682343482971191
0.6559961480000001	0.11682343482971191
0.65593404	0.11682343482971191
0.655752781	0.11682343482971191
0.655570067	0.11682343482971191
0.655561686	0.11682343482971191
0.655754295	0.11682343482971191
0.656139571	0.11682343482971191
0.656216987	0.11682343482971191
0.655701791	0.11682343482971191
0.654740317	0.11682343482971191
0.65445964	0.11682343482971191
0.655316806	0.11682343482971191
0.6557054000000001	0.11682343482971191
0.6552721610000001	0.11682343482971191
0.654980657	0.11682343482971191
0.655005861	0.11682343482971191
0.655351265	0.11682343482971191
0.6561114570000001	0.11682343482971191
0.6565313669999999	0.11682343482971191
0.657315191	0.11682343482971191
0.660405785	0.11682343482971191
0.6604366349999999	0.11682343482971191
0.658426667	0.11682343482971191
0.649911701	0.11682343482971191
0.645373133	0.11682343482971191
0.645786349	0.11682343482971191
0.646552653	0.11682343482971191
0.647566922	0.11682343482971191
0.654593518	0.11682343482971191
0.649787369	0.11682343482971191
0.642585219	0.11682343482971191
0.648690097	0.11682343482971191
0.656477816	0.11682343482971191
0.655806158	0.11682343482971191
0.663851097	0.11682343482971191
0.6633409069999999	0.11682343482971191
0.6537637669999999	0.11682343482971191
0.65233541	0.11682343482971191
0.6567739180000001	0.11682343482971191
0.664112042	0.11682343482971191
0.6644515089999999	0.11682343482971191
0.67283801	0.11682343482971191
0.668572029	0.11682343482971191
0.666279171	0.11682343482971191
0.6690601	0.11682343482971191
0.674406649	0.11682343482971191
0.673984759	0.11682343482971191
0.67642366	0.11682343482971191
0.6749142779999999	0.11682343482971191
0.670086651	0.11682343482971191
0.6732082110000001	0.11682343482971191
0.676686759	0.11682343482971191
0.679051096	0.11682343482971191
0.677422038	0.11682343482971191
0.679431949	0.11682343482971191
0.680013793	0.11682343482971191
0.6788549359999999	0.11682343482971191
