Power (mW)	Time (sek)
0.647647306	0.13527512550354004
0.647894165	0.13527512550354004
0.64800476	0.13527512550354004
0.648145622	0.13527512550354004
0.648124958	0.13527512550354004
0.648169778	0.13527512550354004
0.6480028969999999	0.13527512550354004
0.647897134	0.13527512550354004
0.64763776	0.13527512550354004
0.6471673840000001	0.13527512550354004
0.646959525	0.13527512550354004
0.647034321	0.13527512550354004
0.647191075	0.13527512550354004
0.6473885730000001	0.13527512550354004
0.647766923	0.13527512550354004
0.6480879380000001	0.13527512550354004
0.648206333	0.13527512550354004
0.648219138	0.13527512550354004
0.648249581	0.13527512550354004
0.648131361	0.13527512550354004
0.6479515	0.13527512550354004
0.647650333	0.13527512550354004
0.6472390960000001	0.13527512550354004
0.6468710489999999	0.13527512550354004
0.6467732599999999	0.13527512550354004
0.646861095	0.13527512550354004
0.6469246	0.13527512550354004
0.647042005	0.13527512550354004
0.64743968	0.13527512550354004
0.647733686	0.13527512550354004
0.647996145	0.13527512550354004
0.648124609	0.13527512550354004
0.648228743	0.13527512550354004
0.648080138	0.13527512550354004
0.647958019	0.13527512550354004
0.6477543499999999	0.13527512550354004
0.647551322	0.13527512550354004
0.64743706	0.13527512550354004
0.647317967	0.13527512550354004
0.64727955	0.13527512550354004
0.6473150569999999	0.13527512550354004
0.647322158	0.13527512550354004
0.647281122	0.13527512550354004
0.64839219	0.13527512550354004
0.6495199049999999	0.13527512550354004
0.6501423780000001	0.13527512550354004
0.649888767	0.13527512550354004
0.650056987	0.13527512550354004
0.649998896	0.13527512550354004
0.649793888	0.13527512550354004
0.6493018589999999	0.13527512550354004
0.648917106	0.13527512550354004
0.647968263	0.13527512550354004
0.646835659	0.13527512550354004
0.645299733	0.13527512550354004
0.641681603	0.13527512550354004
0.643286447	0.13527512550354004
0.643197272	0.13527512550354004
0.6436053079999999	0.13527512550354004
0.643933425	0.13527512550354004
0.644124404	0.13527512550354004
0.644537155	0.13527512550354004
0.64512156	0.13527512550354004
0.645894965	0.13527512550354004
